session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,Participant: Age,Participant: Occupation,is session complete?
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1058,Spostamenti,0,10:25:18,10:25:33,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-15,34,151,s1,1,11:05:50,11:10:40,34_151_374,CuraIndiretta,Altra documentazione,11:05:50,11:06:02,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,34_151_375,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,34,151,s1,1,11:05:50,11:10:40,34_151_375,ComProfessionale,0,11:06:02,11:06:11,00:00:09,00:00:09,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanze Servizio,34_151_376,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-11-15,34,151,s1,1,11:05:50,11:10:40,34_151_376,ComProfessionale,0,11:06:11,11:06:27,00:00:16,00:00:16,0,0,0,0,0,0,0,1,0,0,0,0,0,Stanze Servizio,34_151_377,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:16,"","","","",TRUE
2018-11-15,34,151,s1,1,11:05:50,11:10:40,34_151_377,CuraIndiretta,Altra documentazione,11:06:27,11:07:09,00:00:42,00:00:42,0,0,0,0,0,0,0,1,0,0,0,0,0,Stanze Servizio,34_151_378,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:42,"","","","",TRUE
2018-11-15,34,151,s1,1,11:05:50,11:10:40,34_151_378,CuraIndiretta,Altra documentazione,11:07:09,11:07:44,00:00:35,00:00:35,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanze Servizio,34_151_379,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:35,"","","","",TRUE
2018-11-15,34,151,s1,1,11:05:50,11:10:40,34_151_379,ComProfessionale,0,11:07:44,11:07:51,00:00:07,00:00:07,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanze Servizio,34_151_380,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:07,"","","","",TRUE
2018-11-15,34,151,s1,1,11:05:50,11:10:40,34_151_380,CuraIndiretta,Altra documentazione,11:07:51,11:08:11,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,34_151_381,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,34,151,s1,1,11:05:50,11:10:40,34_151_381,CuraIndiretta,Altra documentazione,11:08:11,11:10:40,00:02:29,00:02:29,0,0,0,0,0,0,0,0,0,1,0,0,0,Stanze Servizio,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:02:29,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_382,Spostamenti,0,11:11:26,11:12:16,00:00:50,00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_152_384,"",0,"","","","","","","","",00:00:00,false,34_152_383,1,34_152_383,11:11:38,11:12:05,00:00:12,00:00:11,00:00:27,"","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_383,ComProfessionale,0,11:11:38,11:12:05,00:00:27,00:00:27,0,0,0,1,1,0,0,0,0,0,0,0,0,Corridoio,user,"",0,"","","","","","","","",00:00:00,true,"",0,"","","",00:00:27,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_384,Igiene Mani,0,11:12:16,11:12:38,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_152_385,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_385,ComProfessionale,0,11:12:38,11:12:45,00:00:07,00:00:07,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_152_386,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:07,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_386,Spostamenti,0,11:12:45,11:13:08,00:00:23,00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_152_387,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:23,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_387,Spostamenti,0,11:13:08,11:13:26,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_152_388,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:18,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_388,ComProfessionale,0,11:13:26,11:13:55,00:00:29,00:00:29,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_152_389,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:29,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_389,Spostamenti,0,11:13:55,11:14:01,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_152_390,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_390,Terapia,Allestimento/Riordino/smaltimento,11:14:01,11:14:13,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,34_152_391,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_391,Spostamenti,0,11:14:13,11:15:05,00:00:52,00:00:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_152_392,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:52,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_392,ComProfessionale,0,11:15:05,11:16:09,00:01:04,00:01:04,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_152_393,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:04,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_393,Spostamenti,0,11:16:09,11:16:19,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_152_394,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_394,ComProfessionale,0,11:16:19,11:16:33,00:00:14,00:00:14,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridoio,34_152_395,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_395,CuraDiretta,0,11:16:33,11:16:53,00:00:20,00:00:20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34_152_396,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_396,Spostamenti,0,11:16:53,11:17:54,00:01:01,00:01:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_152_397,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:01,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_397,CuraDiretta,0,11:17:54,11:18:24,00:00:30,00:00:30,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_152_398,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:30,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_398,ComProfessionale,0,11:18:24,11:19:17,00:00:53,00:00:53,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_152_399,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:53,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_399,Terapia,Preparazione farmaco,11:19:17,11:22:50,00:03:33,00:03:06,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,34_152_402,34_152_400,1,2,34_152_400,11:19:41,11:20:25,"","","","",00:00:44,false,34_152_401,1,34_152_401,11:21:59,11:22:26,00:02:42,00:00:24,00:00:27,"","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_400,Terapia,Lettura prescrizione,11:19:41,11:20:25,00:00:44,00:00:44,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,user,34_152_399,1,2,34_152_399,11:19:41,11:20:25,"","","","",00:00:44,false,"",0,"","","",00:00:44,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_401,ComProfessionale,0,11:21:59,11:22:26,00:00:27,00:00:27,0,0,0,1,0,0,0,0,1,0,0,0,0,Stanze Servizio,user,"",0,"","","","","","","","",00:00:00,true,"",0,"","","",00:00:27,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_402,ComProfessionale,0,11:22:50,11:23:26,00:00:36,00:00:36,0,0,0,0,0,0,0,1,0,0,0,0,0,Stanze Servizio,34_152_404,34_152_403,1,2,34_152_403,11:23:02,11:23:23,"","","","",00:00:21,false,"",0,"","","",00:00:36,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_403,ComProfessionale,0,11:23:02,11:23:23,00:00:21,00:00:21,0,0,0,1,0,0,0,0,1,0,0,0,0,Stanze Servizio,user,34_152_402,1,2,34_152_402,11:23:02,11:23:23,"","","","",00:00:21,false,"",0,"","","",00:00:21,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_404,Terapia,Preparazione farmaco,11:23:26,11:25:20,00:01:54,00:01:54,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,34_152_405,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:54,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_405,Terapia,Lettura prescrizione,11:25:20,11:25:42,00:00:22,00:00:22,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,34_152_406,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_406,Terapia,Preparazione farmaco,11:25:42,11:26:31,00:00:49,00:00:49,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,34_152_407,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:49,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_407,Terapia,Lettura prescrizione,11:26:31,11:27:06,00:00:35,00:00:35,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,34_152_408,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:35,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_408,Terapia,Lettura prescrizione,11:27:06,11:27:21,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,34_152_409,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-15,34,152,s1,2,11:11:26,11:27:40,34_152_409,Terapia,Lettura prescrizione,11:27:21,11:27:40,00:00:19,00:00:19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:19,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_410,Spostamenti,0,11:28:04,11:28:24,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_153_411,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_411,Terapia,Preparazione farmaco,11:28:24,11:33:10,00:04:46,00:04:46,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,34_153_412,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:04:46,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_412,CuraIndiretta,Altra documentazione,11:33:10,11:33:38,00:00:28,00:00:28,0,0,0,0,0,0,0,0,0,1,0,0,0,Stanze Servizio,34_153_413,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:28,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_413,ComProfessionale,0,11:33:38,11:33:50,00:00:12,00:00:12,0,0,0,0,1,0,0,0,0,0,0,0,0,Stanze Servizio,34_153_414,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_414,Spostamenti,0,11:33:50,11:34:02,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_153_415,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_415,ComProfessionale,0,11:34:02,11:34:10,00:00:08,00:00:08,0,0,0,0,1,0,0,0,0,0,0,0,0,Stanza Paziente,34_153_416,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:08,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_416,CuraDiretta,0,11:34:10,11:34:29,00:00:19,00:00:19,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_153_417,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:19,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_417,Spostamenti,0,11:34:29,11:34:38,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_153_418,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_418,CuraDiretta,0,11:34:38,11:35:54,00:01:16,00:01:16,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,34_153_419,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:16,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_419,Spostamenti,0,11:35:54,11:36:08,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_153_420,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_420,Igiene Mani,0,11:36:08,11:36:24,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_153_421,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:16,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_421,CuraIndiretta,Altra documentazione,11:36:24,11:36:34,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_153_422,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_422,Spostamenti,0,11:36:34,11:36:54,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_153_423,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_423,ComProfessionale,0,11:36:54,11:37:09,00:00:15,00:00:15,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanze Servizio,34_153_424,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_424,Spostamenti,0,11:37:09,11:37:35,00:00:26,00:00:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34_153_425,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:26,"","","","",TRUE
2018-11-15,34,153,s1,2,11:28:04,11:39:22,34_153_425,CuraIndiretta,Altra documentazione,11:37:35,11:39:22,00:01:47,00:01:47,0,0,0,0,0,0,0,0,0,1,0,0,0,Stanze Servizio,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:47,"","","","",TRUE
2018-11-15,33,154,s1,1,11:05:53,11:10:42,33_154_1059,ComProfessionale,0,11:05:53,11:07:15,00:01:22,00:01:22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33_154_1061,33_154_1060,1,2,33_154_1060,11:06:23,11:06:52,"","","","",00:00:29,false,"",0,"","","",00:01:22,"","","","",TRUE
2018-11-15,33,154,s1,1,11:05:53,11:10:42,33_154_1060,ComProfessionale,0,11:06:23,11:06:52,00:00:29,00:00:29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,user,33_154_1059,1,2,33_154_1059,11:06:23,11:06:52,"","","","",00:00:29,false,"",0,"","","",00:00:29,"","","","",TRUE
2018-11-15,33,154,s1,1,11:05:53,11:10:42,33_154_1061,CuraIndiretta,Altra documentazione,11:07:15,11:07:50,00:00:35,00:00:35,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_154_1062,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:35,"","","","",TRUE
2018-11-15,33,154,s1,1,11:05:53,11:10:42,33_154_1062,ComProfessionale,0,11:07:50,11:08:03,00:00:13,00:00:13,0,0,0,0,0,1,0,0,0,0,0,0,0,Stanze Servizio,33_154_1063,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:13,"","","","",TRUE
2018-11-15,33,154,s1,1,11:05:53,11:10:42,33_154_1063,CuraIndiretta,Altra documentazione,11:08:03,11:08:15,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_154_1064,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,33,154,s1,1,11:05:53,11:10:42,33_154_1064,CuraIndiretta,Altra documentazione,11:08:15,11:10:42,00:02:27,00:02:27,0,0,0,0,0,0,0,0,0,1,0,0,0,Stanze Servizio,session,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:02:27,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1065,Spostamenti,0,11:11:28,11:11:42,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1066,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1066,ComProfessionale,0,11:11:42,11:13:59,00:02:17,00:00:38,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_155_1073,"",0,"","","","","","","","",00:00:00,false,33_155_1067,1,33_155_1067,11:11:56,11:13:35,00:00:14,00:00:24,00:01:39,"","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1067,Spostamenti,0,11:11:56,11:12:26,00:00:30,00:00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1068,"",0,"","","","","","","","",00:00:00,true,"",0,"","","",00:00:30,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1068,Igiene Mani,0,11:12:26,11:12:44,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1069,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:18,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1069,ComProfessionale,0,11:12:44,11:12:49,00:00:05,00:00:05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1070,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:05,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1070,Spostamenti,0,11:12:49,11:13:05,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1071,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:16,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1071,Spostamenti,0,11:13:05,11:13:20,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1072,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1072,Spostamenti,0,11:13:20,11:13:35,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1073,Spostamenti,0,11:13:59,11:14:07,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1074,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:08,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1074,Terapia,Allestimento/Riordino/smaltimento,11:14:07,11:14:15,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_155_1075,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:08,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1075,Spostamenti,0,11:14:15,11:15:10,00:00:55,00:00:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1076,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:55,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1076,ComProfessionale,0,11:15:10,11:16:12,00:01:02,00:01:02,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_155_1077,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:02,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1077,Spostamenti,0,11:16:12,11:16:22,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1078,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1078,ComProfessionale,0,11:16:22,11:16:36,00:00:14,00:00:14,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridoio,33_155_1079,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1079,CuraDiretta,0,11:16:36,11:16:56,00:00:20,00:00:20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1080,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1080,Spostamenti,0,11:16:56,11:17:58,00:01:02,00:01:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1081,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:02,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1081,CuraDiretta,0,11:17:58,11:18:26,00:00:28,00:00:28,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_155_1082,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:28,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1082,ComProfessionale,0,11:18:26,11:19:22,00:00:56,00:00:56,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_155_1083,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:56,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1083,Terapia,Preparazione farmaco,11:19:22,11:23:31,00:04:09,00:01:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_155_1088,"33_155_1084,33_155_1087",2,2,33_155_1084,11:19:46,11:20:30,2,33_155_1087,11:23:13,11:23:31,00:01:02,false,33_155_1085,1,33_155_1085,11:20:36,11:22:53,00:01:14,00:00:38,00:02:17,"","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1084,Terapia,Lettura prescrizione,11:19:46,11:20:30,00:00:44,00:00:44,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,user,33_155_1083,1,2,33_155_1083,11:19:46,11:20:30,"","","","",00:00:44,false,"",0,"","","",00:00:44,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1085,ComProfessionale,0,11:20:36,11:22:41,00:02:05,00:02:05,0,0,0,0,0,1,0,0,1,0,0,0,0,Stanze Servizio,33_155_1086,"",0,"","","","","","","","",00:00:00,true,"",0,"","","",00:02:05,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1086,ComProfessionale,0,11:22:41,11:22:53,00:00:12,00:00:12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1087,ComProfessionale,0,11:23:13,11:23:31,00:00:18,00:00:18,0,0,0,1,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_155_1088,33_155_1083,1,2,33_155_1083,11:23:13,11:23:31,"","","","",00:00:18,false,"",0,"","","",00:00:18,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1088,Terapia,Preparazione farmaco,11:23:31,11:25:22,00:01:51,00:01:51,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_155_1089,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:51,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1089,Terapia,Lettura prescrizione,11:25:22,11:25:47,00:00:25,00:00:25,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_155_1090,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:25,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1090,Terapia,Preparazione farmaco,11:25:47,11:26:35,00:00:48,00:00:48,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_155_1091,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:48,"","","","",TRUE
2018-11-15,33,155,s1,2,11:11:28,11:27:16,33_155_1091,Terapia,Lettura prescrizione,11:26:35,11:27:16,00:00:41,00:00:41,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:41,"","","","",TRUE
